flight_number,date,STD,ATD,destination,aircraft,airline,airline_code,STD_minutes,ATD_minutes,departure_delay,scheduled_hour,day_of_week,is_weekend,delay_category,is_peak_hour,route_type
AI1573,2025-08-22,17:15,17:15,Kolkata (CCU),B787,Air India,"('AI', 'Air India', 0.3)",1035,1035,0,17,4,False,Early,True,Domestic
6E4266,2025-08-22,17:30,17:51,Delhi (DEL),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1050,1071,21,17,4,False,Minor Delay,True,Domestic
6E7924,2025-08-22,13:15,13:33,Kolkata (CCU),A321,IndiGo,"('6E', 'IndiGo', 0.4)",795,813,18,13,4,False,Minor Delay,False,Domestic
UK1659,2025-08-22,14:00,14:20,Hyderabad (HYD),A321,Vistara,"('UK', 'Vistara', 0.1)",840,860,20,14,4,False,Minor Delay,False,Domestic
AI1371,2025-08-22,13:15,13:31,Ahmedabad (AMD),ATR72,Air India,"('AI', 'Air India', 0.3)",795,811,16,13,4,False,Minor Delay,False,Domestic
6E3006,2025-08-22,10:45,11:01,Hyderabad (HYD),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",645,661,16,10,4,False,Minor Delay,False,Domestic
6E6528,2025-08-22,23:00,23:18,Goa (GOI),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1380,1398,18,23,4,False,Minor Delay,False,Domestic
6E5719,2025-08-22,08:15,08:47,Delhi (DEL),B777,IndiGo,"('6E', 'IndiGo', 0.4)",495,527,32,8,4,False,Major Delay,True,Domestic
6E8581,2025-08-22,14:00,14:11,Pune (PNQ),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",840,851,11,14,4,False,On Time,False,Domestic
SG2936,2025-08-22,21:45,21:57,Delhi (DEL),A321,SpiceJet,"('SG', 'SpiceJet', 0.12)",1305,1317,12,21,4,False,On Time,False,Domestic
UK6382,2025-08-22,07:45,07:58,Chennai (MAA),A350,Vistara,"('UK', 'Vistara', 0.1)",465,478,13,7,4,False,On Time,True,Domestic
AI1630,2025-08-22,17:00,17:12,Hyderabad (HYD),B777,Air India,"('AI', 'Air India', 0.3)",1020,1032,12,17,4,False,On Time,True,Domestic
UK6240,2025-08-22,13:00,13:04,Chennai (MAA),B777,Vistara,"('UK', 'Vistara', 0.1)",780,784,4,13,4,False,On Time,False,Domestic
SG3502,2025-08-22,19:15,19:44,Pune (PNQ),ATR72,SpiceJet,"('SG', 'SpiceJet', 0.12)",1155,1184,29,19,4,False,Minor Delay,True,Domestic
6E9520,2025-08-22,14:00,14:00,Delhi (DEL),B777,IndiGo,"('6E', 'IndiGo', 0.4)",840,840,0,14,4,False,Early,False,Domestic
AI3372,2025-08-22,10:15,10:26,Hyderabad (HYD),A321,Air India,"('AI', 'Air India', 0.3)",615,626,11,10,4,False,On Time,False,Domestic
6E6204,2025-08-22,05:15,05:35,Chennai (MAA),B738,IndiGo,"('6E', 'IndiGo', 0.4)",315,335,20,5,4,False,Minor Delay,False,Domestic
6E8647,2025-08-22,05:30,05:44,Delhi (DEL),A320,IndiGo,"('6E', 'IndiGo', 0.4)",330,344,14,5,4,False,On Time,False,Domestic
6E7996,2025-08-22,07:15,07:38,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",435,458,23,7,4,False,Minor Delay,True,Domestic
6E8498,2025-08-22,15:30,16:11,Chennai (MAA),A350,IndiGo,"('6E', 'IndiGo', 0.4)",930,971,41,15,4,False,Major Delay,False,Domestic
6E3735,2025-08-22,21:00,21:09,Chennai (MAA),A350,IndiGo,"('6E', 'IndiGo', 0.4)",1260,1269,9,21,4,False,On Time,False,Domestic
6E3841,2025-08-22,13:15,13:29,Kolkata (CCU),A350,IndiGo,"('6E', 'IndiGo', 0.4)",795,809,14,13,4,False,On Time,False,Domestic
6E1102,2025-08-22,11:30,11:40,Hyderabad (HYD),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",690,700,10,11,4,False,On Time,False,Domestic
SG2082,2025-08-22,14:15,14:21,Bengaluru (BLR),A321,SpiceJet,"('SG', 'SpiceJet', 0.12)",855,861,6,14,4,False,On Time,False,Domestic
AI1685,2025-08-22,19:00,19:47,Bengaluru (BLR),B737,Air India,"('AI', 'Air India', 0.3)",1140,1187,47,19,4,False,Major Delay,True,Domestic
6E5488,2025-08-22,23:00,23:06,Jaipur (JAI),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1380,1386,6,23,4,False,On Time,False,Domestic
AI4778,2025-08-22,22:30,22:35,Delhi (DEL),ATR72,Air India,"('AI', 'Air India', 0.3)",1350,1355,5,22,4,False,On Time,False,Domestic
AI4628,2025-08-22,15:45,16:00,Kolkata (CCU),B777,Air India,"('AI', 'Air India', 0.3)",945,960,15,15,4,False,On Time,False,Domestic
6E8154,2025-08-22,05:00,05:18,Pune (PNQ),B777,IndiGo,"('6E', 'IndiGo', 0.4)",300,318,18,5,4,False,Minor Delay,False,Domestic
6E8061,2025-08-22,10:30,10:43,Goa (GOI),B787,IndiGo,"('6E', 'IndiGo', 0.4)",630,643,13,10,4,False,On Time,False,Domestic
6E2415,2025-08-22,07:15,07:23,Delhi (DEL),B787,IndiGo,"('6E', 'IndiGo', 0.4)",435,443,8,7,4,False,On Time,True,Domestic
6E5696,2025-08-22,06:00,06:16,Bengaluru (BLR),B777,IndiGo,"('6E', 'IndiGo', 0.4)",360,376,16,6,4,False,Minor Delay,True,Domestic
6E7469,2025-08-22,10:30,10:44,Hyderabad (HYD),B777,IndiGo,"('6E', 'IndiGo', 0.4)",630,644,14,10,4,False,On Time,False,Domestic
6E8915,2025-08-22,10:00,10:16,Bengaluru (BLR),A350,IndiGo,"('6E', 'IndiGo', 0.4)",600,616,16,10,4,False,Minor Delay,False,Domestic
6E1220,2025-08-22,21:15,21:52,Goa (GOI),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1275,1312,37,21,4,False,Major Delay,False,Domestic
SG5795,2025-08-22,21:30,21:39,Delhi (DEL),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",1290,1299,9,21,4,False,On Time,False,Domestic
AI1565,2025-08-22,11:15,11:32,Pune (PNQ),A320,Air India,"('AI', 'Air India', 0.3)",675,692,17,11,4,False,Minor Delay,False,Domestic
AI6200,2025-08-22,06:00,06:37,Ahmedabad (AMD),B787,Air India,"('AI', 'Air India', 0.3)",360,397,37,6,4,False,Major Delay,True,Domestic
QP6464,2025-08-22,22:15,22:35,Bengaluru (BLR),ATR72,Akasa Air,"('QP', 'Akasa Air', 0.03)",1335,1355,20,22,4,False,Minor Delay,False,Domestic
AI5490,2025-08-22,05:00,05:10,Delhi (DEL),A321,Air India,"('AI', 'Air India', 0.3)",300,310,10,5,4,False,On Time,False,Domestic
6E7502,2025-08-22,18:15,18:58,Bengaluru (BLR),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1095,1138,43,18,4,False,Major Delay,True,Domestic
6E4040,2025-08-22,13:45,13:46,Singapore (SIN),B777,IndiGo,"('6E', 'IndiGo', 0.4)",825,826,1,13,4,False,On Time,False,International
SG5750,2025-08-22,06:30,06:52,Dubai (DXB),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",390,412,22,6,4,False,Minor Delay,True,International
UK4437,2025-08-22,13:15,13:29,Chennai (MAA),A321,Vistara,"('UK', 'Vistara', 0.1)",795,809,14,13,4,False,On Time,False,Domestic
6E2020,2025-08-22,14:30,14:57,Kolkata (CCU),B777,IndiGo,"('6E', 'IndiGo', 0.4)",870,897,27,14,4,False,Minor Delay,False,Domestic
6E8534,2025-08-22,22:45,22:53,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1365,1373,8,22,4,False,On Time,False,Domestic
AI9579,2025-08-22,20:45,20:59,Pune (PNQ),ATR72,Air India,"('AI', 'Air India', 0.3)",1245,1259,14,20,4,False,On Time,True,Domestic
AI4607,2025-08-22,08:30,08:48,Ahmedabad (AMD),B738,Air India,"('AI', 'Air India', 0.3)",510,528,18,8,4,False,Minor Delay,True,Domestic
6E4382,2025-08-22,09:30,10:02,Kolkata (CCU),B738,IndiGo,"('6E', 'IndiGo', 0.4)",570,602,32,9,4,False,Major Delay,True,Domestic
6E7358,2025-08-22,21:15,21:19,Kolkata (CCU),A350,IndiGo,"('6E', 'IndiGo', 0.4)",1275,1279,4,21,4,False,On Time,False,Domestic
IX6576,2025-08-22,06:00,06:44,Jaipur (JAI),ATR72,Air India Express,"('IX', 'Air India Express', 0.05)",360,404,44,6,4,False,Major Delay,True,Domestic
6E9821,2025-08-22,15:45,16:02,Hyderabad (HYD),B787,IndiGo,"('6E', 'IndiGo', 0.4)",945,962,17,15,4,False,Minor Delay,False,Domestic
SG7992,2025-08-22,22:00,22:00,Hyderabad (HYD),A320,SpiceJet,"('SG', 'SpiceJet', 0.12)",1320,1320,0,22,4,False,Early,False,Domestic
UK9554,2025-08-22,18:30,18:49,Bengaluru (BLR),B777,Vistara,"('UK', 'Vistara', 0.1)",1110,1129,19,18,4,False,Minor Delay,True,Domestic
AI6855,2025-08-22,23:45,23:47,Delhi (DEL),A350,Air India,"('AI', 'Air India', 0.3)",1425,1427,2,23,4,False,On Time,False,Domestic
AI7134,2025-08-22,06:15,07:03,Bengaluru (BLR),ATR72,Air India,"('AI', 'Air India', 0.3)",375,423,48,6,4,False,Major Delay,True,Domestic
QP7196,2025-08-22,21:15,21:30,Chennai (MAA),B738,Akasa Air,"('QP', 'Akasa Air', 0.03)",1275,1290,15,21,4,False,On Time,False,Domestic
6E9223,2025-08-22,15:45,15:54,Kolkata (CCU),B777,IndiGo,"('6E', 'IndiGo', 0.4)",945,954,9,15,4,False,On Time,False,Domestic
AI7801,2025-08-22,11:45,11:45,Ahmedabad (AMD),ATR72,Air India,"('AI', 'Air India', 0.3)",705,705,0,11,4,False,Early,False,Domestic
6E1565,2025-08-22,09:45,09:52,Ahmedabad (AMD),B787,IndiGo,"('6E', 'IndiGo', 0.4)",585,592,7,9,4,False,On Time,True,Domestic
6E2244,2025-08-22,19:30,19:50,Dubai (DXB),A321,IndiGo,"('6E', 'IndiGo', 0.4)",1170,1190,20,19,4,False,Minor Delay,True,International
AI3541,2025-08-22,11:15,11:15,Hyderabad (HYD),B737,Air India,"('AI', 'Air India', 0.3)",675,675,0,11,4,False,Early,False,Domestic
AI8864,2025-08-22,23:00,23:11,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",1380,1391,11,23,4,False,On Time,False,Domestic
UK2167,2025-08-22,11:15,11:26,Delhi (DEL),ATR72,Vistara,"('UK', 'Vistara', 0.1)",675,686,11,11,4,False,On Time,False,Domestic
AI1792,2025-08-22,08:30,09:14,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",510,554,44,8,4,False,Major Delay,True,Domestic
SG7691,2025-08-22,07:00,07:55,Delhi (DEL),A320,SpiceJet,"('SG', 'SpiceJet', 0.12)",420,475,55,7,4,False,Major Delay,True,Domestic
AI6518,2025-08-22,08:45,09:23,Ahmedabad (AMD),B738,Air India,"('AI', 'Air India', 0.3)",525,563,38,8,4,False,Major Delay,True,Domestic
UK4239,2025-08-22,17:00,17:10,Delhi (DEL),A350,Vistara,"('UK', 'Vistara', 0.1)",1020,1030,10,17,4,False,On Time,True,Domestic
SG8838,2025-08-22,21:15,21:30,Delhi (DEL),A320,SpiceJet,"('SG', 'SpiceJet', 0.12)",1275,1290,15,21,4,False,On Time,False,Domestic
6E3941,2025-08-22,08:30,08:37,Kolkata (CCU),A321,IndiGo,"('6E', 'IndiGo', 0.4)",510,517,7,8,4,False,On Time,True,Domestic
6E5618,2025-08-22,08:15,08:26,Ahmedabad (AMD),B737,IndiGo,"('6E', 'IndiGo', 0.4)",495,506,11,8,4,False,On Time,True,Domestic
AI8992,2025-08-22,22:00,22:02,Hyderabad (HYD),B777,Air India,"('AI', 'Air India', 0.3)",1320,1322,2,22,4,False,On Time,False,Domestic
6E9600,2025-08-22,17:00,17:41,Chennai (MAA),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1020,1061,41,17,4,False,Major Delay,True,Domestic
IX8933,2025-08-22,18:30,18:40,Chennai (MAA),B737,Air India Express,"('IX', 'Air India Express', 0.05)",1110,1120,10,18,4,False,On Time,True,Domestic
UK2308,2025-08-22,19:45,20:02,Delhi (DEL),B737,Vistara,"('UK', 'Vistara', 0.1)",1185,1202,17,19,4,False,Minor Delay,True,Domestic
6E7437,2025-08-22,08:30,08:54,Ahmedabad (AMD),A350,IndiGo,"('6E', 'IndiGo', 0.4)",510,534,24,8,4,False,Minor Delay,True,Domestic
SG5504,2025-08-22,20:00,20:07,Bengaluru (BLR),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",1200,1207,7,20,4,False,On Time,True,Domestic
AI5133,2025-08-22,12:15,12:33,Delhi (DEL),B777,Air India,"('AI', 'Air India', 0.3)",735,753,18,12,4,False,Minor Delay,False,Domestic
AI5918,2025-08-22,14:00,14:26,Delhi (DEL),ATR72,Air India,"('AI', 'Air India', 0.3)",840,866,26,14,4,False,Minor Delay,False,Domestic
QP8405,2025-08-22,09:45,09:45,Ahmedabad (AMD),A320,Akasa Air,"('QP', 'Akasa Air', 0.03)",585,585,0,9,4,False,Early,True,Domestic
6E9345,2025-08-22,14:00,14:19,Delhi (DEL),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",840,859,19,14,4,False,Minor Delay,False,Domestic
UK6625,2025-08-22,14:30,14:38,Kolkata (CCU),B787,Vistara,"('UK', 'Vistara', 0.1)",870,878,8,14,4,False,On Time,False,Domestic
6E1466,2025-08-22,21:00,21:00,Jaipur (JAI),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1260,1260,0,21,4,False,Early,False,Domestic
6E6099,2025-08-22,14:00,14:10,Bangkok (BKK),B777,IndiGo,"('6E', 'IndiGo', 0.4)",840,850,10,14,4,False,On Time,False,International
UK1526,2025-08-22,12:30,12:42,Kolkata (CCU),B787,Vistara,"('UK', 'Vistara', 0.1)",750,762,12,12,4,False,On Time,False,Domestic
6E8809,2025-08-22,22:15,22:28,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1335,1348,13,22,4,False,On Time,False,Domestic
AI6980,2025-08-22,23:00,23:00,Chennai (MAA),B737,Air India,"('AI', 'Air India', 0.3)",1380,1380,0,23,4,False,Early,False,Domestic
AI5324,2025-08-22,15:45,15:47,Delhi (DEL),ATR72,Air India,"('AI', 'Air India', 0.3)",945,947,2,15,4,False,On Time,False,Domestic
UK8817,2025-08-22,10:00,10:20,Delhi (DEL),A321,Vistara,"('UK', 'Vistara', 0.1)",600,620,20,10,4,False,Minor Delay,False,Domestic
AI7477,2025-08-22,09:15,09:56,Bengaluru (BLR),B777,Air India,"('AI', 'Air India', 0.3)",555,596,41,9,4,False,Major Delay,True,Domestic
6E5077,2025-08-22,12:15,12:21,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",735,741,6,12,4,False,On Time,False,Domestic
6E8675,2025-08-22,05:30,05:41,Chennai (MAA),B738,IndiGo,"('6E', 'IndiGo', 0.4)",330,341,11,5,4,False,On Time,False,Domestic
6E2751,2025-08-22,22:00,22:17,Chennai (MAA),B787,IndiGo,"('6E', 'IndiGo', 0.4)",1320,1337,17,22,4,False,Minor Delay,False,Domestic
6E9188,2025-08-22,14:15,14:31,Bengaluru (BLR),B787,IndiGo,"('6E', 'IndiGo', 0.4)",855,871,16,14,4,False,Minor Delay,False,Domestic
6E4553,2025-08-22,20:30,20:46,Hyderabad (HYD),A320,IndiGo,"('6E', 'IndiGo', 0.4)",1230,1246,16,20,4,False,Minor Delay,True,Domestic
AI5498,2025-08-22,11:15,11:29,Ahmedabad (AMD),ATR72,Air India,"('AI', 'Air India', 0.3)",675,689,14,11,4,False,On Time,False,Domestic
AI2939,2025-08-22,06:30,06:30,Delhi (DEL),B787,Air India,"('AI', 'Air India', 0.3)",390,390,0,6,4,False,Early,True,Domestic
AI1104,2025-08-22,08:15,08:28,Hyderabad (HYD),B738,Air India,"('AI', 'Air India', 0.3)",495,508,13,8,4,False,On Time,True,Domestic
6E5899,2025-08-22,19:00,19:36,Bengaluru (BLR),A350,IndiGo,"('6E', 'IndiGo', 0.4)",1140,1176,36,19,4,False,Major Delay,True,Domestic
UK4732,2025-08-22,09:15,09:35,Bengaluru (BLR),A320,Vistara,"('UK', 'Vistara', 0.1)",555,575,20,9,4,False,Minor Delay,True,Domestic
QP9603,2025-08-22,10:00,10:10,Jaipur (JAI),B738,Akasa Air,"('QP', 'Akasa Air', 0.03)",600,610,10,10,4,False,On Time,False,Domestic
IX6960,2025-08-22,10:45,10:54,Delhi (DEL),A321,Air India Express,"('IX', 'Air India Express', 0.05)",645,654,9,10,4,False,On Time,False,Domestic
6E8373,2025-08-22,18:30,18:43,Bengaluru (BLR),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1110,1123,13,18,4,False,On Time,True,Domestic
6E7106,2025-08-22,07:00,07:10,Kolkata (CCU),B787,IndiGo,"('6E', 'IndiGo', 0.4)",420,430,10,7,4,False,On Time,True,Domestic
6E2808,2025-08-22,10:45,10:59,Bengaluru (BLR),A321,IndiGo,"('6E', 'IndiGo', 0.4)",645,659,14,10,4,False,On Time,False,Domestic
AI9831,2025-08-22,12:00,12:27,Pune (PNQ),A320,Air India,"('AI', 'Air India', 0.3)",720,747,27,12,4,False,Minor Delay,False,Domestic
AI2490,2025-08-22,23:45,23:59,Singapore (SIN),B737,Air India,"('AI', 'Air India', 0.3)",1425,1439,14,23,4,False,On Time,False,International
AI7715,2025-08-22,07:15,07:15,Delhi (DEL),B738,Air India,"('AI', 'Air India', 0.3)",435,435,0,7,4,False,Early,True,Domestic
6E6013,2025-08-22,15:30,15:38,Kolkata (CCU),B737,IndiGo,"('6E', 'IndiGo', 0.4)",930,938,8,15,4,False,On Time,False,Domestic
6E8115,2025-08-22,05:15,05:28,London (LHR),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",315,328,13,5,4,False,On Time,False,International
AI4301,2025-08-22,22:00,22:17,Delhi (DEL),B737,Air India,"('AI', 'Air India', 0.3)",1320,1337,17,22,4,False,Minor Delay,False,Domestic
6E6684,2025-08-22,15:30,15:36,Kolkata (CCU),B787,IndiGo,"('6E', 'IndiGo', 0.4)",930,936,6,15,4,False,On Time,False,Domestic
UK6666,2025-08-22,13:15,13:20,Bengaluru (BLR),B737,Vistara,"('UK', 'Vistara', 0.1)",795,800,5,13,4,False,On Time,False,Domestic
SG2198,2025-08-22,10:00,10:03,Bengaluru (BLR),A350,SpiceJet,"('SG', 'SpiceJet', 0.12)",600,603,3,10,4,False,On Time,False,Domestic
IX9143,2025-08-22,09:00,09:30,Bengaluru (BLR),B737,Air India Express,"('IX', 'Air India Express', 0.05)",540,570,30,9,4,False,Minor Delay,True,Domestic
6E3005,2025-08-22,22:00,22:00,Kolkata (CCU),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1320,1320,0,22,4,False,Early,False,Domestic
QP3995,2025-08-22,11:15,11:24,Chennai (MAA),B777,Akasa Air,"('QP', 'Akasa Air', 0.03)",675,684,9,11,4,False,On Time,False,Domestic
SG3823,2025-08-22,19:00,19:54,Chennai (MAA),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",1140,1194,54,19,4,False,Major Delay,True,Domestic
6E5127,2025-08-22,12:00,12:04,Cochin (COK),B777,IndiGo,"('6E', 'IndiGo', 0.4)",720,724,4,12,4,False,On Time,False,Domestic
6E5032,2025-08-22,11:15,11:37,Bengaluru (BLR),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",675,697,22,11,4,False,Minor Delay,False,Domestic
SG4644,2025-08-22,13:45,13:53,Hyderabad (HYD),B738,SpiceJet,"('SG', 'SpiceJet', 0.12)",825,833,8,13,4,False,On Time,False,Domestic
SG4924,2025-08-22,22:30,22:34,Delhi (DEL),B777,SpiceJet,"('SG', 'SpiceJet', 0.12)",1350,1354,4,22,4,False,On Time,False,Domestic
AI8896,2025-08-22,22:15,22:15,Kolkata (CCU),B787,Air India,"('AI', 'Air India', 0.3)",1335,1335,0,22,4,False,Early,False,Domestic
AI2781,2025-08-22,05:00,05:23,Kolkata (CCU),B737,Air India,"('AI', 'Air India', 0.3)",300,323,23,5,4,False,Minor Delay,False,Domestic
6E6374,2025-08-22,13:00,13:12,Delhi (DEL),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",780,792,12,13,4,False,On Time,False,Domestic
QP4788,2025-08-22,21:00,21:13,Chennai (MAA),B777,Akasa Air,"('QP', 'Akasa Air', 0.03)",1260,1273,13,21,4,False,On Time,False,Domestic
6E3259,2025-08-22,08:15,08:44,Kolkata (CCU),B777,IndiGo,"('6E', 'IndiGo', 0.4)",495,524,29,8,4,False,Minor Delay,True,Domestic
6E3583,2025-08-22,19:00,19:28,London (LHR),A321,IndiGo,"('6E', 'IndiGo', 0.4)",1140,1168,28,19,4,False,Minor Delay,True,International
AI9105,2025-08-22,07:00,07:23,Bengaluru (BLR),A350,Air India,"('AI', 'Air India', 0.3)",420,443,23,7,4,False,Minor Delay,True,Domestic
IX4901,2025-08-22,23:00,23:10,Chennai (MAA),B777,Air India Express,"('IX', 'Air India Express', 0.05)",1380,1390,10,23,4,False,On Time,False,Domestic
AI8642,2025-08-22,08:45,09:42,Kolkata (CCU),B737,Air India,"('AI', 'Air India', 0.3)",525,582,57,8,4,False,Major Delay,True,Domestic
6E2988,2025-08-22,15:15,15:18,Singapore (SIN),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",915,918,3,15,4,False,On Time,False,International
UK9900,2025-08-22,16:30,16:47,Delhi (DEL),A320,Vistara,"('UK', 'Vistara', 0.1)",990,1007,17,16,4,False,Minor Delay,False,Domestic
AI8549,2025-08-22,08:00,08:01,London (LHR),A350,Air India,"('AI', 'Air India', 0.3)",480,481,1,8,4,False,On Time,True,International
AI7707,2025-08-22,07:00,07:28,Delhi (DEL),B737,Air India,"('AI', 'Air India', 0.3)",420,448,28,7,4,False,Minor Delay,True,Domestic
6E6342,2025-08-22,16:45,16:45,Chennai (MAA),B737,IndiGo,"('6E', 'IndiGo', 0.4)",1005,1005,0,16,4,False,Early,False,Domestic
6E4815,2025-08-22,10:30,10:39,Delhi (DEL),B737,IndiGo,"('6E', 'IndiGo', 0.4)",630,639,9,10,4,False,On Time,False,Domestic
6E9921,2025-08-22,17:00,17:15,Bengaluru (BLR),B777,IndiGo,"('6E', 'IndiGo', 0.4)",1020,1035,15,17,4,False,On Time,True,Domestic
QP7479,2025-08-22,22:30,22:30,Bengaluru (BLR),B777,Akasa Air,"('QP', 'Akasa Air', 0.03)",1350,1350,0,22,4,False,Early,False,Domestic
AI8641,2025-08-22,22:15,22:30,Bengaluru (BLR),B777,Air India,"('AI', 'Air India', 0.3)",1335,1350,15,22,4,False,On Time,False,Domestic
UK9719,2025-08-22,10:30,10:53,Cochin (COK),B777,Vistara,"('UK', 'Vistara', 0.1)",630,653,23,10,4,False,Minor Delay,False,Domestic
6E6585,2025-08-23,06:30,06:50,Ahmedabad (AMD),B777,IndiGo,"('6E', 'IndiGo', 0.4)",390,410,20,6,5,True,Minor Delay,True,Domestic
SG3693,2025-08-23,17:15,17:39,Hyderabad (HYD),B737,SpiceJet,"('SG', 'SpiceJet', 0.12)",1035,1059,24,17,5,True,Minor Delay,True,Domestic
AI6553,2025-08-23,11:30,11:50,Ahmedabad (AMD),A320,Air India,"('AI', 'Air India', 0.3)",690,710,20,11,5,True,Minor Delay,False,Domestic
6E2807,2025-08-23,08:30,08:30,Bengaluru (BLR),A350,IndiGo,"('6E', 'IndiGo', 0.4)",510,510,0,8,5,True,Early,True,Domestic
AI8842,2025-08-23,22:45,23:19,Bengaluru (BLR),ATR72,Air India,"('AI', 'Air India', 0.3)",1365,1399,34,22,5,True,Major Delay,False,Domestic
UK1443,2025-08-23,12:45,12:47,Delhi (DEL),A320,Vistara,"('UK', 'Vistara', 0.1)",765,767,2,12,5,True,On Time,False,Domestic
6E9864,2025-08-23,17:45,18:01,Ahmedabad (AMD),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1065,1081,16,17,5,True,Minor Delay,True,Domestic
6E4023,2025-08-23,05:30,05:56,Delhi (DEL),A350,IndiGo,"('6E', 'IndiGo', 0.4)",330,356,26,5,5,True,Minor Delay,False,Domestic
6E8983,2025-08-23,21:15,21:31,Kolkata (CCU),B738,IndiGo,"('6E', 'IndiGo', 0.4)",1275,1291,16,21,5,True,Minor Delay,False,Domestic
6E5524,2025-08-23,15:30,15:34,Cochin (COK),B777,IndiGo,"('6E', 'IndiGo', 0.4)",930,934,4,15,5,True,On Time,False,Domestic
AI1300,2025-08-23,21:00,21:33,Kolkata (CCU),B738,Air India,"('AI', 'Air India', 0.3)",1260,1293,33,21,5,True,Major Delay,False,Domestic
AI9076,2025-08-23,16:15,16:33,Delhi (DEL),ATR72,Air India,"('AI', 'Air India', 0.3)",975,993,18,16,5,True,Minor Delay,False,Domestic
6E9710,2025-08-23,16:45,16:45,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",1005,1005,0,16,5,True,Early,False,Domestic
SG1784,2025-08-23,11:30,11:56,Dubai (DXB),B787,SpiceJet,"('SG', 'SpiceJet', 0.12)",690,716,26,11,5,True,Minor Delay,False,International
6E7480,2025-08-23,16:15,16:35,Delhi (DEL),A321,IndiGo,"('6E', 'IndiGo', 0.4)",975,995,20,16,5,True,Minor Delay,False,Domestic
AI7705,2025-08-23,10:30,10:47,Chennai (MAA),A350,Air India,"('AI', 'Air India', 0.3)",630,647,17,10,5,True,Minor Delay,False,Domestic
6E1161,2025-08-23,13:00,13:16,Kolkata (CCU),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",780,796,16,13,5,True,Minor Delay,False,Domestic
UK6805,2025-08-23,06:30,06:59,Cochin (COK),B737,Vistara,"('UK', 'Vistara', 0.1)",390,419,29,6,5,True,Minor Delay,True,Domestic
6E8011,2025-08-23,06:00,06:28,Delhi (DEL),B738,IndiGo,"('6E', 'IndiGo', 0.4)",360,388,28,6,5,True,Minor Delay,True,Domestic
QP9516,2025-08-23,10:30,10:35,Cochin (COK),A321,Akasa Air,"('QP', 'Akasa Air', 0.03)",630,635,5,10,5,True,On Time,False,Domestic
6E8657,2025-08-23,20:30,20:30,Kolkata (CCU),ATR72,IndiGo,"('6E', 'IndiGo', 0.4)",1230,1230,0,20,5,True,Early,True,Domestic
UK9270,2025-08-23,15:00,15:04,Dubai (DXB),A350,Vistara,"('UK', 'Vistara', 0.1)",900,904,4,15,5,True,On Time,False,International
IX3146,2025-08-23,19:45,19:52,Delhi (DEL),A320,Air India Express,"('IX', 'Air India Express', 0.05)",1185,1192,7,19,5,True,On Time,True,Domestic
6E6068,2025-08-23,12:45,12:47,Delhi (DEL),B738,IndiGo,"('6E', 'IndiGo', 0.4)",765,767,2,12,5,True,On Time,False,Domestic
6E4931,2025-08-23,07:30,07:31,Chennai (MAA),B737,IndiGo,"('6E', 'IndiGo', 0.4)",450,451,1,7,5,True,On Time,True,Domestic
6E4972,2025-08-23,07:00,07:05,Delhi (DEL),A350,IndiGo,"('6E', 'IndiGo', 0.4)",420,425,5,7,5,True,On Time,True,Domestic
SG9176,2025-08-23,22:15,22:15,Kolkata (CCU),A321,SpiceJet,"('SG', 'SpiceJet', 0.12)",1335,1335,0,22,5,True,Early,False,Domestic
SG3544,2025-08-23,06:30,06:41,Goa (GOI),A320,SpiceJet,"('SG', 'SpiceJet', 0.12)",390,401,11,6,5,True,On Time,True,Domestic
6E2610,2025-08-23,18:00,18:34,Delhi (DEL),B777,IndiGo,"('6E', 'IndiGo', 0.4)",1080,1114,34,18,5,True,Major Delay,True,Domestic
